TAHUN;NAMA PROVINSI;NAMA KABUPATEN/KOTA;NAMA KECAMATAN;NAMA KELURAHAN;LUAS WILAYAH (KM2);KEPADATAN (JIWA/KM2);35-39 Laki-Laki;35-39 Perempuan;40-44 Laki-Laki;40-44 Perempuan;45-49 Laki-Laki;45-49 Perempuan;50-54 Laki-Laki;50-54 Perempuan;55-59 Laki-Laki;55-59 Perempuan;60-64 Laki-Laki;60-64 Perempuan;65-69 Laki-Laki;65-69 Perempuan;70-74 Laki-Laki;70-74 Perempuan;>75 Laki-Laki;>75  Perempuan
2013;PROVINSI DKI JAKARTA;KAB.ADM.KEP.SERIBU;KEP. SERIBU UTR;P. PANGGANG;0,91;6779;231;235;233;210;171;158;137;126;98;106;72;65;36;33;33;20;13;27
2013;PROVINSI DKI JAKARTA;KAB.ADM.KEP.SERIBU;KEP. SERIBU UTR;P. KELAPA;3,76;1705;84;88;99;88;72;63;34;29;30;39;29;24;12;21;13;5;5;8
2013;PROVINSI DKI JAKARTA;KAB.ADM.KEP.SERIBU;KEP. SERIBU UTR;P. HARAPAN;3,59;628;255;238;232;234;212;193;150;161;139;101;73;56;18;35;24;25;18;26
2013;PROVINSI DKI JAKARTA;KAB.ADM.KEP.SERIBU;KEP. SERIBU SLT;P. UNTUNG JAWA;0,59;3625;199;185;178;176;162;139;100;119;97;83;58;56;40;54;26;27;16;13
2013;PROVINSI DKI JAKARTA;KAB.ADM.KEP.SERIBU;KEP. SERIBU SLT;P. TIDUNG;1,57;3084;98;75;73;94;67;69;60;40;37;32;22;13;18;15;10;18;11;17
2013;PROVINSI DKI JAKARTA;KAB.ADM.KEP.SERIBU;KEP. SERIBU SLT;P. PARI;1,39;1968;113;112;108;80;66;62;61;63;37;36;32;26;21;14;17;11;8;7
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;GAMBIR;GAMBIR;2,58;1350;166;174;130;165;176;162;129;97;108;90;88;42;68;34;37;32;34;23
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;GAMBIR;CIDENG;1,26;14584;850;748;749;798;779;766;715;662;614;537;555;343;413;215;259;142;214;165
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;GAMBIR;PETOJO UTARA;1,12;18987;954;920;914;943;871;823;736;679;680;510;544;421;398;235;241;132;215;159
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;GAMBIR;PETOJO SELATAN;1,14;14465;752;675;691;691;659;631;611;514;539;466;428;279;328;160;215;116;150;121
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;GAMBIR;KEBON KELAPA;0,78;15890;592;491;447;522;463;487;432;426;432;329;353;263;246;140;152;100;136;72
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;GAMBIR;DURI PULO;0,72;35628;1213;1106;1105;1083;1007;967;901;781;742;616;597;404;409;215;255;156;196;138
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;SAWAH BESAR;PASAR BARU;1,89;8041;714;611;595;606;607;580;588;522;495;435;486;401;407;265;243;147;203;136
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;SAWAH BESAR;KARANG ANYAR;0,51;63122;1575;1485;1371;1381;1236;1160;1078;995;935;749;793;487;567;308;344;199;258;156
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;SAWAH BESAR;KARTINI;0,55;49862;1307;1177;1172;1153;1089;1011;993;905;877;688;743;515;542;272;360;187;284;180
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;SAWAH BESAR;GUNUNG SAHARI UTARA;1,98;9933;817;835;854;847;900;808;804;691;648;525;539;388;458;240;289;184;203;168
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;SAWAH BESAR;MANGGA DUA SELATAN;1,29;26203;1683;1662;1481;1459;1257;1284;1120;1033;969;799;729;528;498;310;316;188;252;157
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;KEMAYORAN;KEMAYORAN;0,55;44202;1164;1063;1013;1026;921;956;845;787;696;601;608;410;414;191;262;163;199;140
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;KEMAYORAN;KEBON KOSONG;1,13;28014;1644;1542;1397;1415;1331;1168;1049;857;837;650;685;448;448;271;259;186;179;98
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;KEMAYORAN;HARAPAN MULIA;0,91;29205;1256;1213;1204;1222;1144;989;871;743;737;584;619;346;365;218;267;147;171;100
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;KEMAYORAN;SERDANG;0,82;41837;1603;1559;1605;1721;1640;1460;1301;922;901;627;650;418;521;279;358;289;294;180
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;KEMAYORAN;GUNUNG SAHARI SELATAN;0,53;43858;1071;979;973;1016;954;903;855;726;717;602;585;396;460;282;273;169;192;130
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;KEMAYORAN;CEMPAKA BARU;0,99;38088;1750;1710;1838;1881;1694;1435;1349;1021;983;755;770;498;571;318;462;306;284;180
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;KEMAYORAN;SUMUR BATU;1,15;23271;1452;1372;1305;1226;1202;940;860;710;689;549;636;383;465;279;309;227;205;113
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;KEMAYORAN;UTAN PANJANG;1,05;31889;1610;1549;1462;1442;1299;1276;1163;920;912;731;719;424;395;197;295;179;209;133
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;SENEN;SENEN;0,81;10158;398;428;362;315;302;278;274;254;224;207;184;152;126;84;73;40;50;31
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;SENEN;KENARI;0,91;11757;456;447;442;446;449;413;446;360;339;288;271;191;200;96;122;76;88;61
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;SENEN;PASEBAN;0,71;38400;1266;1232;1089;1146;1088;1087;1074;831;914;697;666;436;428;203;264;142;169;121
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;SENEN;KRAMAT;0,71;47630;1552;1479;1391;1437;1270;1280;1193;957;949;777;760;483;479;272;344;193;234;156
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;SENEN;KWITANG;0,45;40724;908;793;790;727;648;667;641;513;587;459;459;310;371;157;192;105;153;95
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;SENEN;BUNGUR;0,64;34463;1046;993;903;937;860;825;810;667;661;517;572;382;357;210;238;146;173;112
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;CEMPAKA PUTIH;CEMPAKA PUTIH TIMUR;2,22;12326;1264;1267;1364;1280;1287;1189;1064;791;798;565;638;457;474;254;396;267;276;217
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;CEMPAKA PUTIH;CEMPAKA PUTIH BARAT;1,22;32561;1858;1811;1879;1891;1815;1609;1445;1108;1168;857;874;569;592;294;440;285;322;235
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;CEMPAKA PUTIH;RAWASARI;1,25;19945;1200;1160;1207;1085;1149;1037;984;746;765;551;552;376;373;216;261;166;199;140
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;MENTENG;MENTENG;2,44;11968;1349;1194;1215;1153;1164;1048;1103;973;1011;786;749;448;453;268;278;149;210;166
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;MENTENG;PEGANGSAAN;0,98;27151;1172;1096;1099;1139;1095;1051;1043;843;858;681;657;457;419;220;261;144;195;106
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;MENTENG;CIKINI;0,82;11711;424;428;408;367;409;376;375;315;335;264;256;167;185;85;100;57;70;56
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;MENTENG;GONDANGDIA;1,46;3194;192;165;212;180;187;179;194;175;180;134;163;82;125;79;97;63;60;68
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;MENTENG;KEBON SIRIH;0,83;18577;733;717;657;701;618;560;508;493;451;394;383;251;253;136;171;85;121;61
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;TANAH ABANG;GELORA;2,59;1450;185;178;178;190;185;158;143;113;111;85;88;63;49;33;47;28;29;27
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;TANAH ABANG;BENDUNGAN HILIR;1,58;16018;1124;1138;1088;1198;1200;1104;1084;883;841;593;559;358;385;198;296;161;239;213
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;TANAH ABANG;KARET TENGSIN;1,53;13912;1118;1078;1020;1027;916;839;660;573;554;484;410;286;281;175;185;111;130;67
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;TANAH ABANG;PETAMBURAN;0,9;43262;1851;1780;1660;1626;1446;1404;1289;1148;1012;811;736;420;425;242;310;170;215;121
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;TANAH ABANG;KEBON MELATI;1,26;30563;1862;1721;1588;1673;1462;1433;1289;1017;985;864;761;493;467;260;284;172;204;124
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;TANAH ABANG;KEBON KACANG;0,71;35545;1150;1041;998;1064;1040;987;903;806;836;627;647;450;485;256;310;170;203;122
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;TANAH ABANG;KAMPUNG BALI;0,73;19941;612;613;600;589;563;566;536;465;448;380;376;245;274;140;149;90;123;71
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;JOHAR BARU;JOHAR BARU;1,19;35270;2036;1878;1949;1952;1847;1569;1528;1179;1175;922;939;590;670;318;450;285;320;201
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;JOHAR BARU;KAMPUNG RAWA;0,3;86123;1210;1255;1139;1181;972;892;830;663;663;547;495;300;339;176;189;144;175;92
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;JOHAR BARU;GALUR;0,27;79022;999;1060;925;982;820;795;727;621;535;436;421;259;257;139;169;124;130;64
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;JOHAR BARU;TANAH TINGGI;0,62;71177;2118;2013;1776;1841;1680;1594;1437;1263;1200;954;955;646;627;309;363;221;281;156
2013;PROVINSI DKI JAKARTA;JAKARTA UTARA;PENJARINGAN;PENJARINGAN;3,95;28071;9225;5535;5124;10659;6563;5925;12488;5758;4842;10600;4938;4051;8989;3967;3072;7039;2941;2426
2013;PROVINSI DKI JAKARTA;JAKARTA UTARA;PENJARINGAN;KAMAL MUARA;10,53;1144;1045;517;572;1089;655;666;1321;533;541;1074;482;474;956;354;301;655;277;273
2013;PROVINSI DKI JAKARTA;JAKARTA UTARA;PENJARINGAN;KAPUK MUARA;10,56;3243;2763;1631;1635;3266;1860;1851;3711;1545;1453;2998;1359;1273;2632;1102;1083;2185;979;943
2013;PROVINSI DKI JAKARTA;JAKARTA UTARA;PENJARINGAN;PEJAGALAN;3,23;27856;7137;4468;4453;8921;5122;4877;9999;4333;4018;8351;3647;3306;6953;3023;2790;5813;2574;2520
2013;PROVINSI DKI JAKARTA;JAKARTA UTARA;PENJARINGAN;PLUIT;7,71;6344;3656;2264;2303;4567;2542;2581;5123;2169;2132;4301;1712;1746;3458;1380;1493;2873;1337;1583
2013;PROVINSI DKI JAKARTA;JAKARTA UTARA;TANJUNG PRIOK;TANJUNG PRIOK;5,59;7794;3374;2025;1872;3897;2391;2325;4716;2238;2324;4562;1957;1832;3789;1508;1410;2918;1127;1027
2013;PROVINSI DKI JAKARTA;JAKARTA UTARA;TANJUNG PRIOK;SUNTER JAYA;4,68;14791;5374;3427;3355;6782;3967;3810;7777;3329;3023;6352;2702;2408;5110;2213;2180;4393;1832;2082
2013;PROVINSI DKI JAKARTA;JAKARTA UTARA;TANJUNG PRIOK;PAPANGGO;2,8;16353;3667;2290;2036;4326;2502;2417;4919;2270;2230;4500;1944;1704;3648;1467;1405;2872;1067;1107
2013;PROVINSI DKI JAKARTA;JAKARTA UTARA;TANJUNG PRIOK;SUNGAI BAMBU;2,36;15221;2807;1749;1561;3310;1924;1805;3729;1694;1628;3322;1592;1401;2993;1267;1197;2464;998;954
2013;PROVINSI DKI JAKARTA;JAKARTA UTARA;TANJUNG PRIOK;KEBON BAWANG;1,73;35952;4677;3009;2661;5670;3519;3270;6789;3264;2955;6219;2815;2607;5422;2193;1932;4125;1483;1405
2013;PROVINSI DKI JAKARTA;JAKARTA UTARA;TANJUNG PRIOK;SUNTER AGUNG;6,65;12234;6094;3710;3810;7520;4177;4217;8394;3982;3799;7781;3272;3124;6396;2722;2820;5542;2219;2525
2013;PROVINSI DKI JAKARTA;JAKARTA UTARA;TANJUNG PRIOK;WARAKAS;1,09;49384;4224;2608;2342;4950;2968;2790;5758;2738;2664;5402;2338;2234;4572;1858;1749;3607;1347;1235
2013;PROVINSI DKI JAKARTA;JAKARTA UTARA;KOJA;KOJA;3,27;10838;3088;1767;1635;3402;1995;1784;3779;1744;1476;3220;1424;1329;2753;1256;1114;2370;1007;876
2013;PROVINSI DKI JAKARTA;JAKARTA UTARA;KOJA;TUGU UTARA;2,37;34123;6608;3954;3748;7702;4373;4297;8670;3892;3740;7632;3301;3007;6308;2420;2257;4677;1853;1897
2013;PROVINSI DKI JAKARTA;JAKARTA UTARA;KOJA;LAGOA;1,58;44105;5931;3342;3123;6465;3553;3456;7009;3205;2994;6199;2869;2667;5536;2410;2310;4720;1719;1688
2013;PROVINSI DKI JAKARTA;JAKARTA UTARA;KOJA;RAWA BADAK UTARA;1,33;31357;3260;2064;1867;3931;2296;2231;4527;2095;1898;3993;1829;1643;3472;1398;1246;2644;996;1023
2013;PROVINSI DKI JAKARTA;JAKARTA UTARA;KOJA;TUGU SELATAN;1,86;22869;3744;2235;2093;4328;2494;2393;4887;1992;1989;3981;1681;1538;3219;1289;1173;2462;936;943
2013;PROVINSI DKI JAKARTA;JAKARTA UTARA;KOJA;RAWA BADAK SELATAN;1,33;35441;3910;2420;2294;4714;2626;2681;5307;2239;2110;4349;1925;1641;3566;1423;1339;2762;1036;1121
2013;PROVINSI DKI JAKARTA;JAKARTA UTARA;CILINCING;CILINCING;8,31;6326;4654;2614;2523;5137;2976;2968;5944;2464;2316;4780;2021;1793;3814;1515;1441;2956;1188;1210
2013;PROVINSI DKI JAKARTA;JAKARTA UTARA;CILINCING;SUKAPURA;5,61;11602;5221;3376;3696;7072;4293;5339;9632;3595;3572;7167;2693;2184;4877;1606;1399;3005;1075;1086
2013;PROVINSI DKI JAKARTA;JAKARTA UTARA;CILINCING;MARUNDA;7,92;3105;2187;1207;1121;2328;1312;1288;2600;1024;977;2001;926;891;1817;703;694;1397;588;549
2013;PROVINSI DKI JAKARTA;JAKARTA UTARA;CILINCING;KALI BARU;2,47;34278;7616;4096;3833;7929;4572;4522;9094;3847;3734;7581;3196;2750;5946;2398;2127;4525;1870;1844
2013;PROVINSI DKI JAKARTA;JAKARTA UTARA;CILINCING;SEMPER TIMUR;3,17;12725;3230;1683;1668;3351;1992;2151;4143;1894;1964;3858;1786;1685;3471;1383;1282;2665;1002;939
2013;PROVINSI DKI JAKARTA;JAKARTA UTARA;CILINCING;ROROTAN;10,64;3859;3442;1876;1934;3810;2204;2307;4511;1866;1887;3753;1623;1482;3105;1206;1118;2324;846;884
2013;PROVINSI DKI JAKARTA;JAKARTA UTARA;CILINCING;SEMPER BARAT;4,44;18003;6419;3579;3703;7282;4317;4495;8812;3826;3776;7602;3344;3201;6545;2439;2297;4736;1855;1816
2013;PROVINSI DKI JAKARTA;JAKARTA UTARA;PADEMANGAN;PADEMANGAN TIMUR;2,61;16245;3005;1935;1948;3883;2238;2238;4476;2045;2014;4059;1806;1687;3493;1549;1401;2950;1205;1211
2013;PROVINSI DKI JAKARTA;JAKARTA UTARA;PADEMANGAN;PADEMANGAN BARAT;3,53;24947;7178;4264;4133;8397;5086;4635;9721;4374;3828;8202;3702;3195;6897;2906;2583;5489;2322;2104
2013;PROVINSI DKI JAKARTA;JAKARTA UTARA;PADEMANGAN;ANCOL;5,77;4981;2259;1380;1354;2734;1674;1475;3149;1442;1248;2690;1286;1048;2334;1034;886;1920;787;676
2013;PROVINSI DKI JAKARTA;JAKARTA UTARA;KELAPA GADING;KELAPA GADING TIMUR;5,31;7089;2539;1744;1743;3487;1893;2144;4037;1657;1707;3364;1307;1458;2765;1122;1204;2326;985;1358
2013;PROVINSI DKI JAKARTA;JAKARTA UTARA;KELAPA GADING;PEGANGSAAN DUA;6,28;8216;4170;2259;2338;4597;2608;2622;5230;2281;2347;4628;2052;1973;4025;1873;1865;3738;1708;1774
2013;PROVINSI DKI JAKARTA;JAKARTA UTARA;KELAPA GADING;KELAPA GADING BARAT;4,53;8515;2628;1433;1605;3038;1821;1946;3767;1788;1828;3616;1810;1807;3617;1428;1369;2797;1000;999
2013;PROVINSI DKI JAKARTA;JAKARTA BARAT;CENGKARENG;CENGKARENG BARAT;4,26;16409;5316;3221;3137;6358;3675;3768;7443;3431;3430;6861;3040;2816;5856;2320;2195;4515;1663;1761
2013;PROVINSI DKI JAKARTA;JAKARTA BARAT;CENGKARENG;DURI KOSAMBI;5,03;15866;6922;3764;3746;7510;4224;4231;8455;3698;3448;7146;3221;2989;6210;2630;2544;5174;2042;2001
2013;PROVINSI DKI JAKARTA;JAKARTA BARAT;CENGKARENG;RAWA BUAYA;4,67;14886;5632;3396;3459;6855;3950;3971;7921;3496;3128;6624;3004;2691;5695;2235;2089;4324;1790;1604
2013;PROVINSI DKI JAKARTA;JAKARTA BARAT;CENGKARENG;KEDAUNG KALI ANGKE;2,61;14438;2951;1756;1683;3439;2104;1995;4099;1956;1795;3751;1719;1553;3272;1411;1259;2670;1041;903
2013;PROVINSI DKI JAKARTA;JAKARTA BARAT;CENGKARENG;KAPUK;7,18;20919;13011;7488;7243;14731;8822;8352;17174;7480;6846;14326;6333;5476;11809;4758;4475;9233;3959;3526
2013;PROVINSI DKI JAKARTA;JAKARTA BARAT;CENGKARENG;CENGKARENG TIMUR;4,18;20735;7146;4147;4130;8277;5010;4952;9962;4345;3961;8306;3736;3428;7164;2806;2614;5420;2078;1973
